ThrowID,X2,GameID,throw_team_score,def_team_score,Score,point_per_game,poss_per_point,score_on_poss,Direction,throw_per_game,throw_per_point,throw_per_poss,throw_team,Thrower,receiver,hand_rl,throw_type,throw_curve,Force,Stall,completion,bad_throw,GEO_Xstart,GEO_Ystart,GEO_Xend,GEO_Yend,RO_Xstart,RO_Ystart,RO_Xend,RO_Yend,Xdist,Ydist,Dist,pull,goal
1-416,445,1,14,14,NA,29,1,0,1,416,1,1,RoF,24,7,R,BH,F,NA,0,1,0,-29.5,-0.5,-24.5,-0.5,-29.5,-0.5,-24.5,-0.5,5,0,5,NA,0
1-417,446,1,14,14,NA,29,1,0,1,417,2,2,RoF,7,0,R,F,F,FL,6,0,0,-24.5,-0.5,-13.5,-7.5,-24.5,-0.5,-13.5,-7.5,11,-7,13,NA,0
1-418,447,1,14,14,NA,29,2,0,-1,418,3,1,TS,36,5,R,F,F,F,3,1,0,-13.5,-7.5,-17.5,3.5,13.5,7.5,17.5,-3.5,4,-11,11.7,NA,0
1-419,448,1,14,14,NA,29,2,0,-1,419,4,2,TS,5,36,R,F,F,F,3,1,0,-17.5,3.5,-22.5,13.5,17.5,-3.5,22.5,-13.5,5,-10,11.2,NA,0
1-420,449,1,14,14,NA,29,2,0,-1,420,5,3,TS,36,30,R,BH,F,F,4,1,0,-22.5,13.5,-16.5,-0.5,22.5,-13.5,16.5,0.5,-6,14,15.2,NA,0
1-421,450,1,14,14,NA,29,2,0,-1,421,6,4,TS,30,6,R,BH,OI,F,2,1,0,-16.5,-0.5,-25.5,-11.5,16.5,0.5,25.5,11.5,9,11,14.2,NA,0
1-422,451,1,14,14,NA,29,2,0,-1,422,7,5,TS,6,5,R,F,F,F,3,1,0,-25.5,-11.5,-27.5,-1.5,25.5,11.5,27.5,1.5,2,-10,10.2,NA,0
1-423,452,1,14,14,NA,29,2,0,-1,423,8,6,TS,5,36,R,BH,F,F,3,1,0,-27.5,-1.5,-25.5,2.5,27.5,1.5,25.5,-2.5,-2,-4,4.5,NA,0
1-424,453,1,14,14,NA,29,2,0,-1,424,9,7,TS,36,28,R,F,IO,F,2,0,1,-25.5,2.5,-32.5,-0.5,25.5,-2.5,32.5,0.5,7,3,7.6,NA,0
1-425,454,1,14,14,NA,29,3,0,1,425,10,1,RoF,7,21,R,BH,F,FL,5,1,0,-32.5,-0.5,-33.5,8.5,-32.5,-0.5,-33.5,8.5,-1,9,9.1,NA,0
1-426,455,1,14,14,NA,29,3,0,1,426,11,2,RoF,21,7,R,BH,F,FL,1,1,0,-33.5,8.5,-34.5,-0.5,-33.5,8.5,-34.5,-0.5,-1,-9,9.1,NA,0
1-427,456,1,14,14,NA,29,3,0,1,427,12,3,RoF,7,21,R,F,F,FL,1,1,0,-34.5,-0.5,-29.5,-14.5,-34.5,-0.5,-29.5,-14.5,5,-14,14.9,NA,0
1-428,457,1,14,14,NA,29,3,0,1,428,13,4,RoF,21,22,R,BH,F,FL,3,1,0,-29.5,-14.5,-31.5,2.5,-29.5,-14.5,-31.5,2.5,-2,17,17.1,NA,0
1-429,458,1,14,14,NA,29,3,0,1,429,14,5,RoF,22,7,R,BH,F,FL,3,1,0,-31.5,2.5,-30.5,11.5,-31.5,2.5,-30.5,11.5,1,9,9.1,NA,0
1-430,459,1,14,14,NA,29,3,0,1,430,15,6,RoF,7,28,R,F,F,FL,3,0,1,-30.5,11.5,-18.5,1.5,-30.5,11.5,-18.5,1.5,12,-10,15.6,NA,0
1-431,460,1,14,14,NA,29,4,0,-1,431,16,1,TS,36,30,R,BH,F,F,6,1,0,-18.5,1.5,-19.5,-7.5,18.5,-1.5,19.5,7.5,1,9,9.1,NA,0
1-432,461,1,14,14,NA,29,4,0,-1,432,17,2,TS,30,4,R,F,OI,F,5,1,0,-19.5,-7.5,-24.5,11.5,19.5,7.5,24.5,-11.5,5,-19,19.6,NA,0
1-433,462,1,14,14,NA,29,4,0,-1,433,18,3,TS,4,36,R,F,F,F,4,0,1,-24.5,11.5,-30.5,9.5,24.5,-11.5,30.5,-9.5,6,2,6.3,NA,0
1-434,463,1,14,14,NA,29,5,1,1,434,19,1,RoF,7,24,R,F,F,FL,4,1,0,-30.5,9.5,-33.5,0.5,-30.5,9.5,-33.5,0.5,-3,-9,9.5,NA,0
1-435,464,1,14,14,NA,29,5,1,1,435,20,2,RoF,24,0,R,F,F,F,1,1,0,-33.5,0.5,-26.5,-11.5,-33.5,0.5,-26.5,-11.5,7,-12,13.9,NA,0
1-436,465,1,14,14,NA,29,5,1,1,436,21,3,RoF,0,7,R,BH,F,F,5,1,0,-26.5,-11.5,-32.5,7.5,-26.5,-11.5,-32.5,7.5,-6,19,19.9,NA,0
1-437,466,1,15,14,14-15,29,5,1,1,437,22,4,RoF,7,0,R,F,OI,F,2,1,0,-32.5,7.5,40.5,0.5,-32.5,7.5,40.5,0.5,73,-7,73.3,NA,1
1-Feb,469,2,0,0,NA,1,1,1,-1,1,1,1,JB,26,19,R,BH,F,NA,0,1,0,22.5,-7.5,20.5,0.5,-22.5,7.5,-20.5,-0.5,2,-8,8.2,NA,0
2-Feb,470,2,0,0,NA,1,1,1,-1,2,2,2,JB,19,42,R,F,F,NA,0,1,0,20.5,0.5,15.5,11.5,-20.5,-0.5,-15.5,-11.5,5,-11,12.1,NA,0
3-Feb,471,2,0,0,NA,1,1,1,-1,3,3,3,JB,42,23,R,F,OI,F,1,1,0,15.5,11.5,-0.5,18.5,-15.5,-11.5,0.5,-18.5,16,-7,17.5,NA,0
4-Feb,472,2,0,0,NA,1,1,1,-1,4,4,4,JB,23,42,R,BH,F,F,3,1,0,-0.5,18.5,4.5,6.5,0.5,-18.5,-4.5,-6.5,-5,12,13,NA,0
5-Feb,473,2,0,0,NA,1,1,1,-1,5,5,5,JB,42,19,R,BH,F,FL,0,1,0,4.5,6.5,2.5,-11.5,-4.5,-6.5,-2.5,11.5,2,18,18.1,NA,0
6-Feb,474,2,0,0,NA,1,1,1,-1,6,6,6,JB,19,42,R,F,F,F,5,1,0,2.5,-11.5,2.5,-0.5,-2.5,11.5,-2.5,0.5,0,-11,11,NA,0
7-Feb,475,2,0,0,NA,1,1,1,-1,7,7,7,JB,42,26,R,F,F,F,3,1,0,2.5,-0.5,-5.5,15.5,-2.5,0.5,5.5,-15.5,8,-16,17.9,NA,0
8-Feb,476,2,0,0,NA,1,1,1,-1,8,8,8,JB,26,11,R,F,F,F,2,1,0,-5.5,15.5,-27.5,16.5,5.5,-15.5,27.5,-16.5,22,-1,22,NA,0
9-Feb,477,2,0,0,NA,1,1,1,-1,9,9,9,JB,11,19,R,BH,OI,F,5,1,0,-27.5,16.5,-18.5,11.5,27.5,-16.5,18.5,-11.5,-9,5,10.3,NA,0
10-Feb,478,2,0,0,NA,1,1,1,-1,10,10,10,JB,19,23,R,H,NA,F,4,1,0,-18.5,11.5,-27.5,-9.5,18.5,-11.5,27.5,9.5,9,21,22.8,NA,0
11-Feb,479,2,1,0,NA,1,1,1,-1,11,11,11,JB,23,66,R,BH,OI,F,2,1,0,-27.5,-9.5,-39.5,-16.5,27.5,9.5,39.5,16.5,12,7,13.9,NA,1
12-Feb,481,2,0,1,NA,2,1,0,-1,12,1,1,C,14,3,R,F,B,F,0,1,0,34.5,-19.5,34.5,-10.5,-34.5,19.5,-34.5,10.5,0,-9,9,NA,0
13-Feb,482,2,0,1,NA,2,1,0,-1,13,2,2,C,3,11,R,F,F,F,4,1,0,34.5,-10.5,20.5,15.5,-34.5,10.5,-20.5,-15.5,14,-26,29.5,NA,0
14-Feb,483,2,0,1,NA,2,1,0,-1,14,3,3,C,11,84,R,BH,F,FL,3,1,0,20.5,15.5,8.5,3.5,-20.5,-15.5,-8.5,-3.5,12,12,17,NA,0
15-Feb,484,2,0,1,NA,2,1,0,-1,15,4,4,C,84,55,R,F,F,F,3,1,0,8.5,3.5,-2.5,18.5,-8.5,-3.5,2.5,-18.5,11,-15,18.6,NA,0
16-Feb,485,2,0,1,NA,2,1,0,-1,16,5,5,C,55,1,R,F,F,F,1,0,0,-2.5,18.5,-45.5,19.5,2.5,-18.5,45.5,-19.5,43,-1,43,NA,0
17-Feb,486,2,1,0,NA,2,2,0,1,17,6,1,JB,15,34,L,BH,F,F,1,1,0,-54.5,18.5,-42.5,-2.5,-54.5,18.5,-42.5,-2.5,12,-21,24.2,NA,0
18-Feb,487,2,1,0,NA,2,2,0,1,18,7,2,JB,34,1,R,F,F,F,1,1,0,-42.5,-2.5,-29.5,-10.5,-42.5,-2.5,-29.5,-10.5,13,-8,15.3,NA,0
19-Feb,488,2,1,0,NA,2,2,0,1,19,8,3,JB,1,45,R,BH,OI,FL,1,0,0,-29.5,-10.5,18.5,8.5,-29.5,-10.5,18.5,8.5,48,19,51.6,NA,0
20-Feb,489,2,0,1,NA,2,3,1,-1,20,9,1,C,3,84,R,F,OI,F,2,1,0,18.5,8.5,-22.5,15.5,-18.5,-8.5,22.5,-15.5,41,-7,41.6,NA,0
21-Feb,490,2,1,1,NA,2,3,1,-1,21,10,2,C,84,11,R,F,F,F,3,1,0,-22.5,15.5,-53.5,15.5,22.5,-15.5,53.5,-15.5,31,0,31,NA,1
22-Feb,492,2,1,1,NA,3,1,1,-1,22,1,1,JB,19,66,R,F,F,F,4,1,0,7.5,1.5,0.5,9.5,-7.5,-1.5,-0.5,-9.5,7,-8,10.6,NA,0
23-Feb,493,2,1,1,NA,3,1,1,-1,23,2,2,JB,66,23,R,BH,F,F,2,1,0,0.5,9.5,7.5,1.5,-0.5,-9.5,-7.5,-1.5,-7,8,10.6,NA,0
24-Feb,494,2,1,1,NA,3,1,1,-1,24,3,3,JB,23,8,R,BH,F,FL,0,1,0,7.5,1.5,1.5,-12.5,-7.5,-1.5,-1.5,12.5,6,14,15.2,NA,0
25-Feb,495,2,1,1,NA,3,1,1,-1,25,4,4,JB,8,19,R,BH,F,F,2,1,0,1.5,-12.5,-11.5,-17.5,-1.5,12.5,11.5,17.5,13,5,13.9,NA,0
26-Feb,496,2,1,1,NA,3,1,1,-1,26,5,5,JB,19,8,R,F,F,F,2,1,0,-11.5,-17.5,-6.5,-9.5,11.5,17.5,6.5,9.5,-5,-8,9.4,NA,0
27-Feb,497,2,1,1,NA,3,1,1,-1,27,6,6,JB,8,66,R,BH,F,F,3,1,0,-6.5,-9.5,-12.5,10.5,6.5,9.5,12.5,-10.5,6,-20,20.9,NA,0
28-Feb,498,2,1,1,NA,3,1,1,-1,28,7,7,JB,66,26,R,BH,F,F,4,1,0,-12.5,10.5,-17.5,15.5,12.5,-10.5,17.5,-15.5,5,-5,7.1,NA,0
Feb-29,499,2,1,1,NA,3,1,1,-1,29,8,8,JB,26,23,R,F,OI,F,4,1,0,-17.5,15.5,-19.5,2.5,17.5,-15.5,19.5,-2.5,2,13,13.2,NA,0
Feb-30,500,2,1,1,NA,3,1,1,-1,30,9,9,JB,23,19,R,BH,OI,F,5,1,0,-19.5,2.5,-27.5,-19.5,19.5,-2.5,27.5,19.5,8,22,23.4,NA,0
Feb-31,501,2,1,1,NA,3,1,1,-1,31,10,10,JB,19,42,R,F,F,F,3,1,0,-27.5,-19.5,-25.5,-1.5,27.5,19.5,25.5,1.5,-2,-18,18.1,NA,0
Feb-32,502,2,1,1,NA,3,1,1,-1,32,11,11,JB,42,19,R,BH,F,F,4,1,0,-25.5,-1.5,-28.5,-13.5,25.5,1.5,28.5,13.5,3,12,12.4,NA,0
Feb-33,503,2,1,1,NA,3,1,1,-1,33,12,12,JB,19,42,R,F,OI,F,3,1,0,-28.5,-13.5,-34.5,13.5,28.5,13.5,34.5,-13.5,6,-27,27.7,NA,0
Feb-34,504,2,2,1,NA,3,1,1,-1,34,13,13,JB,42,26,R,BH,IO,F,0,1,0,-34.5,13.5,-38.5,17.5,34.5,-13.5,38.5,-17.5,4,-4,5.7,NA,1
Feb-35,506,2,1,2,NA,4,1,1,-1,35,1,1,C,3,11,R,BH,F,FL,3,1,0,19.5,0.5,17.5,-14.5,-19.5,-0.5,-17.5,14.5,2,15,15.1,NA,0
Feb-36,507,2,1,2,NA,4,1,1,-1,36,2,2,C,11,55,R,F,F,FL,3,1,0,17.5,-14.5,8.5,0.5,-17.5,14.5,-8.5,-0.5,9,-15,17.5,NA,0
Feb-37,508,2,2,2,NA,4,1,1,-1,37,3,3,C,55,1,R,F,OI,FL,0,1,0,8.5,0.5,-39.5,8.5,-8.5,-0.5,39.5,-8.5,48,-8,48.7,NA,1
Feb-38,510,2,2,2,NA,5,1,1,-1,38,1,1,JB,11,26,R,BH,F,F,1,1,0,18.5,1.5,16.5,14.5,-18.5,-1.5,-16.5,-14.5,2,-13,13.2,NA,0
Feb-39,511,2,2,2,NA,5,1,1,-1,39,2,2,JB,26,11,R,BH,F,FL,2,1,0,16.5,14.5,9.5,7.5,-16.5,-14.5,-9.5,-7.5,7,7,9.9,NA,0
Feb-40,512,2,2,2,NA,5,1,1,-1,40,3,3,JB,11,66,R,BH,F,FL,1,1,0,9.5,7.5,4.5,3.5,-9.5,-7.5,-4.5,-3.5,5,4,6.4,NA,0
Feb-41,513,2,2,2,NA,5,1,1,-1,41,4,4,JB,66,11,R,BH,F,FL,5,1,0,4.5,3.5,8.5,-5.5,-4.5,-3.5,-8.5,5.5,-4,9,9.8,NA,0
Feb-42,514,2,2,2,NA,5,1,1,-1,42,5,5,JB,11,23,R,BH,F,FL,1,1,0,8.5,-5.5,0.5,-16.5,-8.5,5.5,-0.5,16.5,8,11,13.6,NA,0
Feb-43,515,2,2,2,NA,5,1,1,-1,43,6,6,JB,23,26,R,F,F,FL,2,1,0,0.5,-16.5,0.5,-0.5,-0.5,16.5,-0.5,0.5,0,-16,16,NA,0
Feb-44,516,2,2,2,NA,5,1,1,-1,44,7,7,JB,26,42,R,F,F,FL,1,1,0,0.5,-0.5,0.5,11.5,-0.5,0.5,-0.5,-11.5,0,-12,12,NA,0
Feb-45,517,2,2,2,NA,5,1,1,-1,45,8,8,JB,42,19,R,F,OI,FL,2,1,0,0.5,11.5,-13.5,18.5,-0.5,-11.5,13.5,-18.5,14,-7,15.7,NA,0
Feb-46,518,2,2,2,NA,5,1,1,-1,46,9,9,JB,19,23,R,BH,F,FL,5,1,0,-13.5,18.5,-6.5,15.5,13.5,-18.5,6.5,-15.5,-7,3,7.6,NA,0
Feb-47,519,2,2,2,NA,5,1,1,-1,47,10,10,JB,23,19,R,F,OI,FL,1,1,0,-6.5,15.5,-14.5,18.5,6.5,-15.5,14.5,-18.5,8,-3,8.5,NA,0
Feb-48,520,2,2,2,NA,5,1,1,-1,48,11,11,JB,19,3,R,F,OI,FL,1,1,0,-14.5,18.5,-24.5,19.5,14.5,-18.5,24.5,-19.5,10,-1,10,NA,0
Feb-49,521,2,2,2,NA,5,1,1,-1,49,12,12,JB,3,19,R,BH,F,FL,3,1,0,-24.5,19.5,-19.5,2.5,24.5,-19.5,19.5,-2.5,-5,17,17.7,NA,0
Feb-50,522,2,2,2,NA,5,1,1,-1,50,13,13,JB,19,42,R,BH,F,FL,0,1,0,-19.5,2.5,-29.5,-10.5,19.5,-2.5,29.5,10.5,10,13,16.4,NA,0
Feb-51,523,2,2,2,NA,5,1,1,-1,51,14,14,JB,42,23,R,F,OI,NA,0,1,0,-29.5,-10.5,-30.5,15.5,29.5,10.5,30.5,-15.5,1,-26,26,NA,0
Feb-52,524,2,2,2,NA,5,1,1,-1,52,15,15,JB,23,19,R,BH,F,FL,2,1,0,-30.5,15.5,-24.5,14.5,30.5,-15.5,24.5,-14.5,-6,1,6.1,NA,0
Feb-53,525,2,2,2,NA,5,1,1,-1,53,16,16,JB,19,23,R,BH,F,FL,3,1,0,-24.5,14.5,-26.5,-2.5,24.5,-14.5,26.5,2.5,2,17,17.1,NA,0
Feb-54,526,2,3,2,NA,5,1,1,-1,54,17,17,JB,23,42,R,F,OI,FL,2,1,0,-26.5,-2.5,-43.5,14.5,26.5,2.5,43.5,-14.5,17,-17,24,NA,1
Feb-55,528,2,2,3,NA,6,1,0,-1,55,1,1,C,14,3,R,BH,F,NA,0,1,0,34.5,-7.5,27.5,-2.5,-34.5,7.5,-27.5,2.5,7,-5,8.6,NA,0
Feb-56,529,2,2,3,NA,6,1,0,-1,56,2,2,C,3,11,R,F,OI,FL,3,1,0,27.5,-2.5,18.5,13.5,-27.5,2.5,-18.5,-13.5,9,-16,18.4,NA,0
Feb-57,530,2,2,3,NA,6,1,0,-1,57,3,3,C,11,55,R,S,NA,FL,2,1,0,18.5,13.5,0.5,18.5,-18.5,-13.5,-0.5,-18.5,18,-5,18.7,NA,0
Feb-58,531,2,2,3,NA,6,1,0,-1,58,4,4,C,55,49,R,BH,F,FL,2,0,0,0.5,18.5,-33.5,19.5,-0.5,-18.5,33.5,-19.5,34,-1,34,NA,0
Feb-59,532,2,3,2,NA,6,2,0,1,59,5,1,JB,1,32,R,F,OI,B,1,1,0,-33.5,19.5,-41.5,13.5,-33.5,19.5,-41.5,13.5,-8,-6,10,NA,0
Feb-60,533,2,3,2,NA,6,2,0,1,60,6,2,JB,32,15,R,BH,F,B,2,1,0,-41.5,13.5,-32.5,13.5,-41.5,13.5,-32.5,13.5,9,0,9,NA,0
Feb-61,534,2,3,2,NA,6,2,0,1,61,7,3,JB,15,0,R,L,F,B,5,0,0,-32.5,13.5,-15.5,19.5,-32.5,13.5,-15.5,19.5,17,6,18,NA,0
Feb-62,535,2,3,3,NA,6,3,1,-1,62,8,1,C,3,84,R,F,OI,FL,2,1,0,-15.5,19.5,-46.5,19.5,15.5,-19.5,46.5,-19.5,31,0,31,NA,1
Feb-63,537,2,3,3,NA,7,1,1,-1,63,1,1,JB,8,26,R,BH,F,NA,0,1,0,39.5,0.5,28.5,0.5,-39.5,-0.5,-28.5,-0.5,11,0,11,NA,0
Feb-64,538,2,3,3,NA,7,1,1,-1,64,2,2,JB,26,66,R,F,F,FL,2,1,0,28.5,0.5,15.5,3.5,-28.5,-0.5,-15.5,-3.5,13,-3,13.3,NA,0
Feb-65,539,2,3,3,NA,7,1,1,-1,65,3,3,JB,66,3,R,F,F,NA,0,1,0,15.5,3.5,7.5,18.5,-15.5,-3.5,-7.5,-18.5,8,-15,17,NA,0
Feb-66,540,2,3,3,NA,7,1,1,-1,66,4,4,JB,3,66,R,BH,F,FL,1,1,0,7.5,18.5,17.5,13.5,-7.5,-18.5,-17.5,-13.5,-10,5,11.2,NA,0
Feb-67,541,2,3,3,NA,7,1,1,-1,67,5,5,JB,66,26,R,BH,F,FL,1,1,0,17.5,13.5,10.5,-5.5,-17.5,-13.5,-10.5,5.5,7,19,20.2,NA,0
Feb-68,542,2,3,3,NA,7,1,1,-1,68,6,6,JB,26,24,R,BH,F,FL,1,1,0,10.5,-5.5,-8.5,-18.5,-10.5,5.5,8.5,18.5,19,13,23,NA,0
Feb-69,543,2,3,3,NA,7,1,1,-1,69,7,7,JB,24,3,R,F,F,FL,1,1,0,-8.5,-18.5,-13.5,-7.5,8.5,18.5,13.5,7.5,5,-11,12.1,NA,0
Feb-70,544,2,3,3,NA,7,1,1,-1,70,8,8,JB,3,26,R,F,F,FL,2,1,0,-13.5,-7.5,-14.5,8.5,13.5,7.5,14.5,-8.5,1,-16,16,NA,0
Feb-71,545,2,3,3,NA,7,1,1,-1,71,9,9,JB,26,19,R,F,F,FL,1,1,0,-14.5,8.5,-19.5,17.5,14.5,-8.5,19.5,-17.5,5,-9,10.3,NA,0
Feb-72,546,2,3,3,NA,7,1,1,-1,72,10,10,JB,19,8,R,BH,F,F,2,1,0,-19.5,17.5,-14.5,1.5,19.5,-17.5,14.5,-1.5,-5,16,16.8,NA,0
Feb-73,547,2,3,3,NA,7,1,1,-1,73,11,11,JB,8,3,R,H,NA,FL,1,1,0,-14.5,1.5,-22.5,-19.5,14.5,-1.5,22.5,19.5,8,21,22.5,NA,0
Feb-74,548,2,3,3,NA,7,1,1,-1,74,12,12,JB,3,19,R,BH,F,FL,3,1,0,-22.5,-19.5,-13.5,-9.5,22.5,19.5,13.5,9.5,-9,-10,13.5,NA,0
Feb-75,549,2,3,3,NA,7,1,1,-1,75,13,13,JB,19,26,R,F,F,F,2,1,0,-13.5,-9.5,-22.5,14.5,13.5,9.5,22.5,-14.5,9,-24,25.6,NA,0
Feb-76,550,2,3,3,NA,7,1,1,-1,76,14,14,JB,26,66,R,BH,F,F,4,1,0,-22.5,14.5,-17.5,14.5,22.5,-14.5,17.5,-14.5,-5,0,5,NA,0
Feb-77,551,2,3,3,NA,7,1,1,-1,77,15,15,JB,66,23,R,BH,F,F,5,1,0,-17.5,14.5,-22.5,16.5,17.5,-14.5,22.5,-16.5,5,-2,5.4,NA,0
Feb-78,552,2,3,3,NA,7,1,1,-1,78,16,16,JB,23,19,R,BH,F,F,6,1,0,-22.5,16.5,-9.5,-4.5,22.5,-16.5,9.5,4.5,-13,21,24.7,NA,0
Feb-79,553,2,3,3,NA,7,1,1,-1,79,17,17,JB,19,23,R,F,IO,F,6,1,0,-9.5,-4.5,-25.5,-6.5,9.5,4.5,25.5,6.5,16,2,16.1,NA,0
Feb-80,554,2,4,3,NA,7,1,1,-1,80,18,18,JB,23,26,R,BH,OI,NA,0,1,0,-25.5,-6.5,-49.5,-9.5,25.5,6.5,49.5,9.5,24,3,24.2,NA,1
Feb-81,556,2,3,4,NA,8,1,0,-1,81,1,1,C,14,3,R,BH,F,NA,0,1,0,34.5,-10.5,31.5,-1.5,-34.5,10.5,-31.5,1.5,3,-9,9.5,NA,0
Feb-82,557,2,3,4,NA,8,1,0,-1,82,2,2,C,3,84,R,BH,F,B,4,1,0,31.5,-1.5,18.5,-6.5,-31.5,1.5,-18.5,6.5,13,5,13.9,NA,0
Feb-83,558,2,3,4,NA,8,1,0,-1,83,3,3,C,84,11,R,BH,F,B,3,1,0,18.5,-6.5,3.5,-12.5,-18.5,6.5,-3.5,12.5,15,6,16.2,NA,0
Feb-84,559,2,3,4,NA,8,1,0,-1,84,4,4,C,11,1,R,BH,F,B,3,1,0,3.5,-12.5,-20.5,-17.5,-3.5,12.5,20.5,17.5,24,5,24.5,NA,0
Feb-85,560,2,3,4,NA,8,1,0,-1,85,5,5,C,1,49,R,BH,IO,B,3,1,0,-20.5,-17.5,-25.5,-13.5,20.5,17.5,25.5,13.5,5,-4,6.4,NA,0
Feb-86,561,2,3,4,NA,8,1,0,-1,86,6,6,C,49,84,R,BH,OI,B,3,0,1,-25.5,-13.5,-45.5,-14.5,25.5,13.5,45.5,14.5,20,1,20,NA,0
Feb-87,562,2,4,3,NA,8,2,0,1,87,7,1,JB,34,57,R,BH,OI,F,2,1,0,-34.5,-19.5,-31.5,15.5,-34.5,-19.5,-31.5,15.5,3,35,35.1,NA,0
Feb-88,563,2,4,3,NA,8,2,0,1,88,8,2,JB,57,35,R,F,F,F,4,1,0,-31.5,15.5,-33.5,4.5,-31.5,15.5,-33.5,4.5,-2,-11,11.2,NA,0
Feb-89,564,2,4,3,NA,8,2,0,1,89,9,3,JB,35,22,R,F,F,F,2,1,0,-33.5,4.5,-28.5,-11.5,-33.5,4.5,-28.5,-11.5,5,-16,16.8,NA,0
Feb-90,565,2,4,3,NA,8,2,0,1,90,10,4,JB,22,7,R,F,F,FL,2,1,0,-28.5,-11.5,-9.5,-16.5,-28.5,-11.5,-9.5,-16.5,19,-5,19.6,NA,0
Feb-91,566,2,4,3,NA,8,2,0,1,91,11,5,JB,7,22,R,BH,F,F,3,1,0,-9.5,-16.5,-16.5,2.5,-9.5,-16.5,-16.5,2.5,-7,19,20.2,NA,0
Feb-92,567,2,4,3,NA,8,2,0,1,92,12,6,JB,22,34,R,BH,F,FL,1,1,1,-16.5,2.5,-2.5,13.5,-16.5,2.5,-2.5,13.5,14,11,17.8,NA,0
Feb-93,568,2,4,3,NA,8,2,0,1,93,13,7,JB,34,7,R,H,NA,FL,2,0,1,-2.5,13.5,34.5,8.5,-2.5,13.5,34.5,8.5,37,-5,37.3,NA,0
Feb-94,569,2,3,4,NA,8,3,1,-1,94,14,1,C,3,84,R,BH,OI,B,4,1,0,34.5,8.5,-34.5,-1.5,-34.5,-8.5,34.5,1.5,69,10,69.7,NA,0
Feb-95,570,2,4,4,NA,8,3,1,-1,95,15,2,C,84,49,R,BH,F,FL,1,1,0,-34.5,-1.5,-37.5,-9.5,34.5,1.5,37.5,9.5,3,8,8.5,NA,1
Feb-96,572,2,4,4,NA,9,1,1,-1,96,1,1,JB,26,19,R,BH,F,NA,0,1,0,20.5,-4.5,15.5,2.5,-20.5,4.5,-15.5,-2.5,5,-7,8.6,NA,0
Feb-97,573,2,4,4,NA,9,1,1,-1,97,2,2,JB,19,11,R,BH,F,B,4,1,0,15.5,2.5,10.5,-13.5,-15.5,-2.5,-10.5,13.5,5,16,16.8,NA,0
Feb-98,574,2,4,4,NA,9,1,1,-1,98,3,3,JB,11,19,R,F,OI,B,5,1,0,10.5,-13.5,12.5,15.5,-10.5,13.5,-12.5,-15.5,-2,-29,29.1,NA,0
Feb-99,575,2,4,4,NA,9,1,1,-1,99,4,4,JB,19,8,R,S,NA,FL,5,1,0,12.5,15.5,-5.5,16.5,-12.5,-15.5,5.5,-16.5,18,-1,18,NA,0
2-100,576,2,4,4,NA,9,1,1,-1,100,5,5,JB,8,19,R,BH,OI,NA,0,1,0,-5.5,16.5,-6.5,-10.5,5.5,-16.5,6.5,10.5,1,27,27,NA,0
2-101,577,2,4,4,NA,9,1,1,-1,101,6,6,JB,19,11,R,F,OI,B,3,1,0,-6.5,-10.5,-4.5,5.5,6.5,10.5,4.5,-5.5,-2,-16,16.1,NA,0
2-102,578,2,4,4,NA,9,1,1,-1,102,7,7,JB,11,26,R,BH,F,NA,0,1,0,-4.5,5.5,-12.5,14.5,4.5,-5.5,12.5,-14.5,8,-9,12,NA,0
2-103,579,2,4,4,NA,9,1,1,-1,103,8,8,JB,26,11,R,BH,F,NA,0,1,0,-12.5,14.5,-5.5,12.5,12.5,-14.5,5.5,-12.5,-7,2,7.3,NA,0
2-104,580,2,4,4,NA,9,1,1,-1,104,9,9,JB,11,26,R,BH,OI,FL,1,1,0,-5.5,12.5,-7.5,-1.5,5.5,-12.5,7.5,1.5,2,14,14.1,NA,0
2-105,581,2,4,4,NA,9,1,1,-1,105,10,10,JB,26,19,R,F,F,B,2,1,0,-7.5,-1.5,-11.5,7.5,7.5,1.5,11.5,-7.5,4,-9,9.8,NA,0
2-106,582,2,4,4,NA,9,1,1,-1,106,11,11,JB,19,42,R,BH,F,NA,0,1,0,-11.5,7.5,-14.5,14.5,11.5,-7.5,14.5,-14.5,3,-7,7.6,NA,0
2-107,583,2,4,4,NA,9,1,1,-1,107,12,12,JB,42,19,R,BH,F,B,3,1,0,-14.5,14.5,-28.5,15.5,14.5,-14.5,28.5,-15.5,14,-1,14,NA,0
2-108,584,2,4,4,NA,9,1,1,-1,108,13,13,JB,19,8,R,BH,F,B,4,1,0,-28.5,15.5,-26.5,-6.5,28.5,-15.5,26.5,6.5,-2,22,22.1,NA,0
2-109,585,2,5,4,NA,9,1,1,-1,109,14,14,JB,8,23,R,BH,F,B,1,1,0,-26.5,-6.5,-36.5,-7.5,26.5,6.5,36.5,7.5,10,1,10,NA,1
2-110,587,2,4,5,NA,10,1,0,-1,110,1,1,C,14,11,R,F,OI,B,4,1,0,30.5,-5.5,15.5,17.5,-30.5,5.5,-15.5,-17.5,15,-23,27.5,NA,0
2-111,588,2,4,5,NA,10,1,0,-1,111,2,2,C,11,84,R,BH,IO,FL,3,0,0,15.5,17.5,-0.5,16.5,-15.5,-17.5,0.5,-16.5,16,1,16,NA,0
