,Xdist,Ydist,backhand,forehand,hammer,completion
672,13.0,-3.0,0,0,0,1.0
673,5.0,12.0,1,0,0,1.0
674,28.0,2.0,1,0,0,0.0
675,3.0,17.0,1,0,0,1.0
676,-3.0,-9.0,0,1,0,1.0
677,4.0,-14.0,1,0,0,1.0
678,1.0,24.0,1,0,0,1.0
679,11.0,1.0,0,1,0,1.0
680,56.0,-10.0,0,1,0,0.0
681,59.0,-7.0,1,0,0,0.0
682,12.0,13.0,1,0,0,1.0
683,-2.0,-33.0,0,1,0,1.0
684,18.0,-5.0,1,0,0,1.0
685,15.0,0.0,0,1,0,1.0
686,7.0,0.0,1,0,0,1.0
687,-1.0,7.0,0,1,0,1.0
688,0.0,15.0,0,1,0,1.0
689,18.0,15.0,1,0,0,1.0
690,17.0,-16.0,0,1,0,1.0
691,7.0,6.0,1,0,0,1.0
692,14.0,-2.0,1,0,0,1.0
693,-1.0,6.0,1,0,0,1.0
694,-1.0,9.0,1,0,0,1.0
695,2.0,14.0,1,0,0,1.0
696,-3.0,-8.0,0,1,0,1.0
697,3.0,-21.0,0,0,0,1.0
698,21.0,-5.0,0,1,0,1.0
699,8.0,5.0,1,0,0,1.0
700,5.0,-23.0,0,1,0,1.0
701,-2.0,5.0,1,0,0,1.0
702,-3.0,0.0,1,0,0,1.0
703,0.0,16.0,1,0,0,1.0
704,36.0,-4.0,0,1,0,1.0
705,-1.0,8.0,1,0,0,1.0
706,0.0,-8.0,1,0,0,1.0
707,8.0,-13.0,0,1,0,1.0
708,-4.0,2.0,1,0,0,1.0
709,-2.0,21.0,1,0,0,1.0
710,21.0,-2.0,0,1,0,1.0
711,11.0,8.0,1,0,0,1.0
712,9.0,-16.0,0,0,0,1.0
713,2.0,5.0,1,0,0,1.0
714,5.0,10.0,1,0,0,1.0
715,12.0,15.0,1,0,0,1.0
716,21.0,0.0,1,0,0,1.0
717,3.0,0.0,1,0,0,1.0
718,-6.0,-11.0,0,1,0,1.0
719,6.0,-14.0,1,0,0,1.0
720,4.0,-5.0,1,0,0,1.0
721,-2.0,8.0,1,0,0,1.0
722,1.0,5.0,1,0,0,1.0
723,4.0,-2.0,1,0,0,1.0
724,0.0,-5.0,1,0,0,1.0
725,-3.0,9.0,1,0,0,1.0
726,-4.0,0.0,1,0,0,1.0
727,17.0,7.0,0,1,0,1.0
728,-2.0,-21.0,1,0,0,1.0
729,19.0,-12.0,0,1,0,1.0
730,10.0,5.0,1,0,0,1.0
731,28.0,27.0,0,0,1,1.0
732,10.0,1.0,1,0,0,1.0
733,8.0,15.0,1,0,0,1.0
734,-1.0,8.0,1,0,0,1.0
735,-6.0,-15.0,0,1,0,1.0
736,2.0,14.0,1,0,0,1.0
737,-2.0,-3.0,1,0,0,1.0
738,6.0,-13.0,0,1,0,1.0
739,60.0,-7.0,0,1,0,0.0
740,1.0,-19.0,0,1,0,1.0
741,6.0,-13.0,0,1,0,1.0
742,70.0,1.0,0,1,0,1.0
743,4.0,3.0,1,0,0,1.0
744,4.0,-7.0,0,1,0,1.0
745,17.0,-2.0,0,1,0,1.0
746,61.0,5.0,0,1,0,1.0
747,2.0,11.0,1,0,0,1.0
748,11.0,-14.0,0,1,0,1.0
749,-8.0,15.0,1,0,0,1.0
750,3.0,15.0,1,0,0,1.0
751,-6.0,-4.0,0,1,0,1.0
752,23.0,-27.0,0,1,0,1.0
753,14.0,1.0,1,0,0,1.0
754,12.0,-3.0,0,1,0,1.0
755,16.0,0.0,1,0,0,1.0
756,-5.0,3.0,1,0,0,1.0
757,-1.0,17.0,1,0,0,1.0
758,-1.0,-5.0,1,0,0,1.0
759,10.0,4.0,1,0,0,1.0
760,14.0,12.0,1,0,0,1.0
761,14.0,-10.0,0,1,0,1.0
762,22.0,-3.0,0,1,0,1.0
763,42.0,5.0,0,1,0,1.0
764,17.0,13.0,1,0,0,1.0
765,-3.0,-15.0,0,1,0,1.0
766,3.0,-14.0,0,1,0,1.0
767,23.0,-2.0,0,1,0,1.0
768,24.0,0.0,0,1,0,1.0
769,11.0,5.0,1,0,0,1.0
770,10.0,4.0,1,0,0,1.0
771,11.0,-9.0,1,0,0,1.0
772,-2.0,11.0,1,0,0,1.0
773,3.0,-16.0,1,0,0,1.0
774,9.0,-13.0,0,1,0,0.0
775,-4.0,-14.0,0,1,0,1.0
776,-5.0,-9.0,1,0,0,1.0
777,6.0,-11.0,1,0,0,1.0
778,5.0,5.0,0,1,0,0.0
779,1.0,5.0,1,0,0,1.0
780,28.0,-2.0,1,0,0,1.0
781,9.0,1.0,1,0,0,1.0
782,0.0,-16.0,0,1,0,1.0
783,6.0,-10.0,0,1,0,1.0
784,-7.0,10.0,1,0,0,1.0
785,3.0,-6.0,1,0,0,1.0
786,34.0,12.0,0,1,0,0.0
787,-11.0,-12.0,1,0,0,1.0
788,-1.0,20.0,1,0,0,1.0
789,-2.0,4.0,1,0,0,1.0
790,-1.0,2.0,0,1,0,1.0
791,-2.0,-11.0,0,1,0,1.0
792,-1.0,-15.0,0,1,0,0.0
793,-50.0,4.0,0,1,0,1.0
794,4.0,-34.0,1,0,0,1.0
795,58.0,9.0,0,1,0,0.0
796,-1.0,-3.0,1,0,0,1.0
797,7.0,-5.0,0,1,0,0.0
798,-3.0,4.0,1,0,0,1.0
799,0.0,-21.0,0,1,0,1.0
800,12.0,29.0,0,0,1,1.0
801,6.0,3.0,1,0,0,1.0
802,8.0,-18.0,0,1,0,1.0
803,68.0,9.0,0,1,0,1.0
804,4.0,-11.0,1,0,0,1.0
805,2.0,-10.0,0,1,0,1.0
806,0.0,12.0,1,0,0,1.0
807,2.0,-18.0,0,1,0,1.0
808,0.0,19.0,1,0,0,1.0
809,9.0,-19.0,0,1,0,1.0
810,1.0,13.0,1,0,0,1.0
811,16.0,11.0,1,0,0,1.0
812,0.0,-11.0,0,1,0,1.0
813,4.0,-12.0,1,0,0,1.0
814,9.0,-5.0,0,1,0,1.0
815,-6.0,5.0,1,0,0,1.0
816,14.0,15.0,0,1,0,1.0
817,19.0,1.0,0,1,0,1.0
818,9.0,1.0,1,0,0,1.0
819,1.0,8.0,1,0,0,1.0
820,4.0,-9.0,0,0,0,1.0
821,2.0,5.0,1,0,0,1.0
822,2.0,0.0,1,0,0,1.0
823,-1.0,5.0,1,0,0,1.0
824,7.0,-6.0,0,0,0,1.0
825,0.0,4.0,1,0,0,1.0
826,2.0,4.0,1,0,0,1.0
827,52.0,-4.0,1,0,0,1.0
828,11.0,-9.0,1,0,0,0.0
829,7.0,5.0,1,0,0,1.0
830,-5.0,-10.0,0,1,0,1.0
831,2.0,-5.0,1,0,0,1.0
832,6.0,-13.0,0,1,0,1.0
833,-1.0,-8.0,1,0,0,1.0
834,-5.0,11.0,1,0,0,1.0
835,8.0,8.0,1,0,0,1.0
836,8.0,-8.0,1,0,0,1.0
837,3.0,-9.0,0,1,0,1.0
838,-4.0,-4.0,1,0,0,1.0
839,11.0,3.0,0,1,0,1.0
840,45.0,2.0,0,1,0,0.0
841,-4.0,-1.0,1,0,0,1.0
842,2.0,-6.0,1,0,0,1.0
843,12.0,-17.0,0,1,0,1.0
844,10.0,0.0,1,0,0,1.0
845,11.0,0.0,0,1,0,1.0
846,13.0,0.0,1,0,0,1.0
847,17.0,24.0,0,0,1,1.0
848,9.0,-11.0,0,1,0,1.0
849,17.0,-13.0,0,1,0,1.0
850,-3.0,4.0,1,0,0,1.0
851,10.0,-7.0,0,1,0,1.0
852,11.0,-2.0,0,1,0,1.0
853,-5.0,4.0,1,0,0,1.0
854,12.0,21.0,0,1,0,1.0
855,-5.0,-2.0,1,0,0,1.0
856,9.0,6.0,0,1,0,0.0
857,-5.0,16.0,1,0,0,1.0
858,5.0,17.0,1,0,0,1.0
859,-3.0,0.0,1,0,0,1.0
860,2.0,-12.0,0,1,0,1.0
861,55.0,-14.0,0,1,0,1.0
862,-5.0,2.0,0,0,0,1.0
863,14.0,-5.0,0,1,0,1.0
864,-7.0,-1.0,1,0,0,1.0
865,-1.0,15.0,1,0,0,1.0
866,8.0,-11.0,0,1,0,1.0
867,-7.0,9.0,1,0,0,1.0
868,-2.0,-2.0,1,0,0,1.0
869,5.0,-3.0,0,1,0,1.0
870,6.0,9.0,0,1,0,1.0
871,3.0,-6.0,1,0,0,1.0
872,1.0,6.0,1,0,0,1.0
873,1.0,-1.0,0,0,0,0.0
874,6.0,-14.0,0,1,0,1.0
875,21.0,-5.0,0,1,0,1.0
876,45.0,23.0,0,1,0,1.0
877,0.0,2.0,1,0,0,1.0
878,16.0,-16.0,0,1,0,1.0
879,-6.0,5.0,1,0,0,1.0
880,68.0,6.0,1,0,0,0.0
881,10.0,-12.0,0,1,0,1.0
882,-3.0,20.0,1,0,0,1.0
883,1.0,-17.0,0,1,0,1.0
884,1.0,12.0,1,0,0,1.0
885,10.0,-23.0,0,1,0,1.0
886,58.0,6.0,0,1,0,0.0
887,74.0,-4.0,0,1,0,1.0
888,11.0,4.0,1,0,0,1.0
889,-5.0,-5.0,0,1,0,1.0
890,4.0,5.0,1,0,0,1.0
891,8.0,-18.0,0,1,0,1.0
892,-4.0,6.0,1,0,0,1.0
893,7.0,-2.0,0,1,0,1.0
894,-1.0,10.0,1,0,0,1.0
895,2.0,5.0,1,0,0,1.0
896,0.0,-17.0,0,1,0,1.0
897,-2.0,8.0,1,0,0,1.0
898,-2.0,11.0,1,0,0,1.0
899,9.0,-6.0,0,1,0,1.0
900,-2.0,7.0,1,0,0,1.0
901,27.0,8.0,0,0,1,1.0
902,-3.0,-6.0,0,1,0,1.0
903,2.0,-11.0,0,1,0,1.0
904,-3.0,4.0,1,0,0,1.0
905,10.0,-15.0,0,1,0,1.0
906,-8.0,11.0,1,0,0,1.0
907,-1.0,14.0,1,0,0,1.0
908,-2.0,7.0,1,0,0,1.0
909,-5.0,-4.0,1,0,0,1.0
910,4.0,-18.0,0,1,0,1.0
911,10.0,21.0,0,0,1,1.0
912,-3.0,-12.0,1,0,0,1.0
913,1.0,12.0,1,0,0,1.0
914,2.0,-12.0,0,1,0,1.0
915,5.0,-13.0,0,1,0,1.0
916,22.0,-6.0,0,1,0,1.0
917,15.0,-13.0,1,0,0,1.0
918,13.0,-2.0,0,0,0,1.0
919,-2.0,10.0,0,1,0,1.0
920,4.0,-17.0,1,0,0,1.0
921,10.0,4.0,1,0,0,1.0
922,3.0,2.0,1,0,0,1.0
923,-5.0,-3.0,1,0,0,1.0
924,-2.0,13.0,1,0,0,1.0
925,0.0,-13.0,0,1,0,1.0
926,4.0,-16.0,0,1,0,1.0
927,7.0,1.0,1,0,0,1.0
928,51.0,26.0,1,0,0,1.0
929,3.0,-10.0,1,0,0,1.0
930,3.0,-15.0,0,1,0,1.0
931,10.0,0.0,1,0,0,1.0
932,-3.0,12.0,1,0,0,1.0
933,0.0,9.0,1,0,0,1.0
934,14.0,10.0,1,0,0,1.0
935,-4.0,-15.0,0,1,0,1.0
936,32.0,-23.0,0,1,0,1.0
937,-7.0,12.0,1,0,0,1.0
938,5.0,18.0,1,0,0,1.0
939,6.0,-27.0,0,1,0,1.0
940,12.0,-3.0,0,1,0,0.0
941,-4.0,-7.0,0,1,0,1.0
942,3.0,-24.0,0,1,0,1.0
943,4.0,10.0,1,0,0,1.0
944,16.0,-1.0,1,0,0,1.0
945,-6.0,10.0,1,0,0,1.0
946,10.0,11.0,1,0,0,1.0
947,11.0,1.0,1,0,0,1.0
948,29.0,-3.0,1,0,0,1.0
949,-1.0,-4.0,1,0,0,1.0
950,22.0,-30.0,0,1,0,1.0
951,1.0,-10.0,1,0,0,1.0
952,1.0,-7.0,0,1,0,1.0
953,9.0,-6.0,0,1,0,1.0
954,-6.0,11.0,1,0,0,1.0
955,76.0,0.0,0,1,0,1.0
956,5.0,1.0,1,0,0,1.0
957,7.0,-13.0,0,1,0,1.0
958,73.0,2.0,0,1,0,1.0
959,-4.0,10.0,1,0,0,1.0
960,16.0,2.0,0,1,0,1.0
961,58.0,-10.0,0,1,0,1.0
962,0.0,0.0,1,0,0,1.0
963,3.0,2.0,1,0,0,1.0
965,-9.0,15.0,0,1,0,1.0
966,-65.0,-12.0,1,0,0,1.0
967,69.0,2.0,0,1,0,1.0
968,2.0,-2.0,1,0,0,1.0
969,7.0,5.0,1,0,0,1.0
970,5.0,13.0,0,1,0,1.0
971,7.0,1.0,1,0,0,1.0
972,1.0,-7.0,0,1,0,1.0
973,4.0,-7.0,0,1,0,1.0
974,-4.0,1.0,1,0,0,1.0
975,6.0,-8.0,0,1,0,0.0
976,8.0,7.0,1,0,0,1.0
977,-4.0,-5.0,0,1,0,1.0
978,2.0,6.0,1,0,0,1.0
979,-7.0,-10.0,0,1,0,1.0
980,6.0,9.0,1,0,0,1.0
981,17.0,5.0,1,0,0,1.0
982,-7.0,-14.0,1,0,0,1.0
983,8.0,-15.0,0,1,0,1.0
984,-5.0,9.0,1,0,0,1.0
985,0.0,-6.0,1,0,0,1.0
986,8.0,-6.0,0,1,0,1.0
987,8.0,-10.0,1,0,0,1.0
988,24.0,-4.0,1,0,0,1.0
989,-4.0,8.0,1,0,0,1.0
990,4.0,7.0,1,0,0,1.0
991,41.0,-2.0,1,0,0,1.0
992,3.0,10.0,1,0,0,1.0
993,-10.0,-9.0,0,1,0,1.0
994,7.0,2.0,1,0,0,1.0
995,20.0,-21.0,0,1,0,1.0
996,16.0,0.0,0,1,0,1.0
997,-7.0,5.0,1,0,0,1.0
998,10.0,-4.0,0,0,0,1.0
999,15.0,-1.0,0,1,0,1.0
1000,13.0,-4.0,1,0,0,1.0
1001,8.0,-16.0,0,1,0,1.0
1002,20.0,2.0,0,1,0,1.0
1003,8.0,11.0,1,0,0,1.0
1004,3.0,10.0,1,0,0,1.0
1005,38.0,-8.0,1,0,0,1.0
1006,3.0,12.0,1,0,0,1.0
1007,-2.0,5.0,1,0,0,1.0
1008,-3.0,1.0,1,0,0,1.0
1009,0.0,-11.0,0,1,0,1.0
1010,-1.0,8.0,1,0,0,1.0
1011,2.0,6.0,1,0,0,1.0
1012,64.0,-2.0,1,0,0,0.0
1013,9.0,25.0,1,0,0,1.0
1014,-3.0,-14.0,1,0,0,1.0
1015,-1.0,7.0,1,0,0,1.0
1016,0.0,-14.0,1,0,0,1.0
1017,0.0,12.0,1,0,0,1.0
1018,8.0,-9.0,0,1,0,1.0
1019,71.0,-4.0,0,1,0,1.0
1020,-1.0,-5.0,0,1,0,1.0
1021,-1.0,-5.0,0,1,0,1.0
1022,-1.0,7.0,1,0,0,1.0
1023,3.0,-24.0,0,1,0,1.0
1024,5.0,-10.0,0,1,0,1.0
1025,15.0,-2.0,0,1,0,1.0
1026,49.0,10.0,0,1,0,1.0
1027,5.0,-4.0,0,1,0,1.0
1028,-3.0,0.0,1,0,0,1.0
1029,0.0,10.0,1,0,0,1.0
1030,-2.0,-6.0,1,0,0,1.0
1031,10.0,-20.0,0,1,0,0.0
1032,-11.0,-9.0,0,1,0,1.0
1033,16.0,-24.0,0,1,0,1.0
1034,6.0,8.0,1,0,0,1.0
1035,7.0,-11.0,0,1,0,1.0
1036,66.0,1.0,0,1,0,0.0
1037,6.0,10.0,1,0,0,1.0
1038,-5.0,-11.0,0,1,0,1.0
1039,12.0,-19.0,0,1,0,1.0
1040,14.0,-5.0,0,1,0,0.0
1041,34.0,-1.0,0,1,0,1.0
1042,9.0,-8.0,1,0,0,1.0
1043,3.0,-15.0,0,1,0,1.0
1044,18.0,-4.0,0,1,0,1.0
1045,-7.0,23.0,1,0,0,1.0
1046,-4.0,-2.0,1,0,0,1.0
1047,4.0,-7.0,1,0,0,1.0
1048,-4.0,6.0,1,0,0,1.0
1049,4.0,-21.0,0,1,0,1.0
1050,-15.0,2.0,0,0,0,1.0
1051,1.0,29.0,1,0,0,1.0
1052,-6.0,-15.0,0,1,0,1.0
1053,9.0,-10.0,1,0,0,1.0
1054,18.0,-4.0,0,1,0,1.0
1055,47.0,1.0,0,1,0,0.0
1056,10.0,5.0,0,1,0,1.0
1057,61.0,3.0,0,1,0,0.0
1058,-6.0,21.0,1,0,0,1.0
1059,12.0,-7.0,0,1,0,0.0
1060,2.0,9.0,1,0,0,1.0
1061,4.0,9.0,1,0,0,1.0
1062,4.0,20.0,1,0,0,1.0
1063,-2.0,-18.0,0,1,0,1.0
1064,1.0,15.0,1,0,0,1.0
1065,12.0,3.0,1,0,0,1.0
1066,-2.0,-15.0,0,1,0,1.0
1067,0.0,-13.0,0,1,0,1.0
1068,18.0,-4.0,0,1,0,1.0
1069,-15.0,21.0,1,0,0,1.0
1070,13.0,-23.0,0,1,0,1.0
1071,12.0,-3.0,1,0,0,1.0
1072,42.0,6.0,0,1,0,1.0
1073,1.0,-12.0,1,0,0,1.0
1074,16.0,-10.0,0,1,0,1.0
1075,-9.0,12.0,1,0,0,1.0
1076,2.0,21.0,1,0,0,1.0
1077,16.0,-12.0,0,1,0,1.0
1078,8.0,11.0,1,0,0,1.0
1079,19.0,-1.0,0,1,0,1.0
1080,12.0,-4.0,0,1,0,1.0
1081,11.0,6.0,1,0,0,1.0
1082,14.0,-1.0,1,0,0,1.0
1083,-1.0,5.0,1,0,0,1.0
1084,-8.0,-17.0,0,1,0,1.0
1085,-3.0,0.0,1,0,0,1.0
1086,6.0,-6.0,0,1,0,1.0
1087,-5.0,18.0,1,0,0,1.0
1088,0.0,14.0,1,0,0,1.0
1089,63.0,1.0,0,1,0,0.0
1090,11.0,1.0,0,1,0,1.0
1091,16.0,1.0,0,1,0,1.0
1092,8.0,2.0,0,1,0,1.0
1093,-10.0,14.0,1,0,0,1.0
1094,10.0,-15.0,0,1,0,1.0
1095,5.0,7.0,0,1,0,1.0
1096,-1.0,12.0,1,0,0,1.0
1097,3.0,15.0,1,0,0,1.0
1098,40.0,-2.0,1,0,0,0.0
1099,36.0,39.0,0,1,0,0.0
1100,-9.0,14.0,1,0,0,1.0
1101,0.0,-9.0,1,0,0,1.0
1102,9.0,-5.0,0,1,0,1.0
1103,15.0,1.0,1,0,0,1.0
1104,57.0,3.0,0,1,0,0.0
1105,5.0,-24.0,0,1,0,1.0
1106,10.0,6.0,0,1,0,1.0
1107,18.0,-11.0,0,1,0,1.0
1108,48.0,2.0,0,1,0,0.0
1109,-8.0,-11.0,0,1,0,1.0
1110,7.0,5.0,0,1,0,1.0
1111,12.0,5.0,1,0,0,1.0
1112,-8.0,-7.0,0,1,0,1.0
1113,7.0,-12.0,0,1,0,1.0
1114,11.0,-17.0,0,1,0,1.0
1115,53.0,13.0,0,1,0,1.0
1116,9.0,1.0,1,0,0,1.0
1117,-1.0,11.0,1,0,0,1.0
1118,2.0,-13.0,0,1,0,1.0
1119,66.0,8.0,0,1,0,0.0
1120,7.0,-15.0,0,1,0,1.0
1121,0.0,13.0,1,0,0,1.0
1122,11.0,-6.0,0,1,0,1.0
1123,4.0,18.0,0,1,0,1.0
1124,8.0,8.0,0,1,0,1.0
1125,-4.0,0.0,1,0,0,1.0
1126,-4.0,-6.0,1,0,0,1.0
1127,10.0,3.0,0,1,0,1.0
1128,17.0,-25.0,0,1,0,1.0
1129,11.0,-7.0,0,1,0,1.0
1130,-13.0,5.0,0,1,0,1.0
1131,4.0,24.0,1,0,0,1.0
1132,7.0,-16.0,0,1,0,1.0
1133,-5.0,14.0,1,0,0,1.0
1134,14.0,-13.0,0,1,0,1.0
1135,-10.0,0.0,1,0,0,1.0
1136,2.0,18.0,1,0,0,1.0
1137,6.0,-10.0,1,0,0,1.0
1138,6.0,-1.0,0,1,0,1.0
1139,-2.0,9.0,1,0,0,1.0
1140,-6.0,7.0,1,0,0,1.0
1141,8.0,-2.0,1,0,0,1.0
1142,4.0,-16.0,0,1,0,1.0
1143,-3.0,15.0,0,1,0,1.0
1144,2.0,16.0,1,0,0,1.0
1145,9.0,-5.0,0,1,0,1.0
1146,11.0,7.0,0,1,0,1.0
1147,16.0,1.0,0,1,0,1.0
1148,14.0,-1.0,1,0,0,1.0
1149,-7.0,-8.0,0,1,0,1.0
1150,7.0,-19.0,0,1,0,1.0
1151,7.0,-6.0,1,0,0,1.0
1152,-2.0,16.0,1,0,0,1.0
1153,-4.0,1.0,1,0,0,1.0
1154,-3.0,-4.0,1,0,0,1.0
1155,0.0,-9.0,1,0,0,1.0
1156,9.0,6.0,0,1,0,1.0
1157,-3.0,19.0,1,0,0,1.0
1158,-1.0,-12.0,0,1,0,1.0
1159,0.0,-10.0,1,0,0,1.0
1160,14.0,-8.0,1,0,0,1.0
1161,-4.0,7.0,1,0,0,1.0
1162,5.0,15.0,1,0,0,0.0
1163,18.0,0.0,0,1,0,1.0
1164,46.0,1.0,0,1,0,1.0
1165,-1.0,6.0,1,0,0,1.0
1166,3.0,-4.0,0,1,0,1.0
1167,4.0,7.0,1,0,0,1.0
1168,4.0,14.0,1,0,0,1.0
1169,-4.0,-12.0,0,1,0,1.0
1170,20.0,-22.0,0,1,0,1.0
1171,4.0,8.0,1,0,0,1.0
1172,7.0,6.0,1,0,0,1.0
1173,-5.0,6.0,1,0,0,1.0
1174,8.0,8.0,1,0,0,1.0
1175,-9.0,7.0,1,0,0,1.0
1176,1.0,-16.0,1,0,0,1.0
1177,0.0,13.0,1,0,0,1.0
1178,12.0,4.0,1,0,0,1.0
1179,-7.0,-26.0,0,1,0,1.0
1180,-1.0,14.0,1,0,0,1.0
1181,30.0,-14.0,0,1,0,0.0
1182,4.0,-15.0,1,0,0,1.0
1183,68.0,1.0,0,1,0,1.0
1184,0.0,-10.0,1,0,0,1.0
1185,11.0,-15.0,0,1,0,1.0
1186,-6.0,10.0,1,0,0,1.0
1187,17.0,0.0,1,0,0,0.0
1188,-3.0,-11.0,1,0,0,1.0
1189,9.0,8.0,0,1,0,1.0
1190,8.0,14.0,1,0,0,1.0
1191,-2.0,-17.0,0,1,0,1.0
1192,11.0,7.0,0,1,0,0.0
1193,6.0,2.0,1,0,0,1.0
1194,6.0,-6.0,0,1,0,1.0
1195,0.0,16.0,1,0,0,1.0
1196,6.0,17.0,1,0,0,1.0
1197,53.0,-20.0,0,1,0,0.0
1198,11.0,8.0,1,0,0,1.0
1199,6.0,8.0,1,0,0,0.0
1200,24.0,31.0,0,0,1,1.0
1201,3.0,14.0,1,0,0,1.0
1202,7.0,-11.0,1,0,0,1.0
1203,-4.0,14.0,1,0,0,1.0
1204,15.0,18.0,1,0,0,1.0
1205,19.0,-5.0,0,1,0,1.0
1206,11.0,4.0,0,1,0,0.0
1207,11.0,-1.0,0,1,0,1.0
1208,53.0,30.0,0,1,0,1.0
1209,7.0,6.0,1,0,0,1.0
1210,9.0,6.0,0,1,0,1.0
1211,-4.0,8.0,1,0,0,1.0
1212,6.0,11.0,1,0,0,1.0
1213,64.0,-14.0,1,0,0,0.0
1214,1.0,-13.0,1,0,0,1.0
1215,2.0,10.0,1,0,0,1.0
1216,1.0,18.0,1,0,0,1.0
1217,-3.0,-8.0,1,0,0,0.0
1218,4.0,14.0,1,0,0,1.0
1219,8.0,13.0,1,0,0,1.0
1220,-5.0,9.0,1,0,0,1.0
1221,-6.0,0.0,1,0,0,1.0
1222,3.0,-8.0,1,0,0,1.0
1223,-1.0,-9.0,1,0,0,1.0
1224,7.0,-8.0,0,1,0,1.0
1225,1.0,31.0,0,0,1,1.0
1226,0.0,-17.0,0,1,0,1.0
1227,13.0,22.0,0,0,0,1.0
1228,0.0,-25.0,0,1,0,1.0
1229,6.0,-9.0,1,0,0,1.0
1230,48.0,5.0,0,1,0,0.0
1231,8.0,22.0,1,0,0,1.0
1232,6.0,-14.0,0,1,0,0.0
1233,0.0,-9.0,1,0,0,1.0
1234,17.0,-6.0,0,1,0,1.0
1235,17.0,20.0,0,0,1,0.0
1236,5.0,-10.0,0,1,0,1.0
1237,15.0,-7.0,0,1,0,1.0
1238,14.0,-2.0,0,1,0,1.0
1239,56.0,22.0,0,1,0,1.0
1240,14.0,-13.0,1,0,0,1.0
1241,9.0,-12.0,0,1,0,1.0
1242,-6.0,12.0,1,0,0,1.0
1243,9.0,12.0,0,1,0,1.0
1244,12.0,8.0,1,0,0,1.0
1245,8.0,-8.0,1,0,0,0.0
1246,14.0,2.0,0,1,0,1.0
1247,1.0,8.0,1,0,0,1.0
1248,2.0,14.0,1,0,0,1.0
1249,8.0,11.0,1,0,0,1.0
1250,15.0,-2.0,0,1,0,1.0
1251,1.0,-6.0,0,1,0,1.0
1252,15.0,-12.0,0,1,0,1.0
1253,17.0,6.0,0,1,0,1.0
1254,26.0,31.0,1,0,0,0.0
1255,2.0,6.0,1,0,0,1.0
1256,10.0,-4.0,0,1,0,1.0
1257,-7.0,8.0,1,0,0,1.0
1258,0.0,-15.0,0,1,0,1.0
1259,53.0,4.0,0,1,0,0.0
1260,8.0,-19.0,0,1,0,1.0
1261,15.0,1.0,0,1,0,1.0
1262,25.0,-2.0,0,1,0,1.0
1263,-15.0,18.0,1,0,0,1.0
1264,4.0,15.0,1,0,0,1.0
1265,19.0,4.0,0,1,0,1.0
1266,23.0,0.0,1,0,0,1.0
1267,2.0,7.0,1,0,0,1.0
1268,0.0,13.0,1,0,0,1.0
1269,10.0,7.0,0,1,0,1.0
1270,12.0,-1.0,0,1,0,1.0
1271,-9.0,-6.0,1,0,0,1.0
1272,8.0,-16.0,0,1,0,1.0
1273,1.0,11.0,1,0,0,1.0
1274,-6.0,-4.0,1,0,0,1.0
1275,9.0,15.0,1,0,0,0.0
1276,-8.0,9.0,1,0,0,1.0
1277,4.0,12.0,1,0,0,1.0
1278,12.0,14.0,1,0,0,0.0
1279,-1.0,23.0,1,0,0,1.0
1280,9.0,16.0,1,0,0,1.0
1281,45.0,-32.0,0,1,0,1.0
1282,5.0,-12.0,1,0,0,1.0
1283,23.0,-10.0,0,1,0,1.0
1284,15.0,14.0,0,1,0,1.0
1285,13.0,-16.0,0,1,0,1.0
1286,-13.0,9.0,1,0,0,1.0
1287,3.0,21.0,1,0,0,0.0
1288,8.0,9.0,0,1,0,1.0
1289,-6.0,6.0,1,0,0,1.0
1290,12.0,14.0,1,0,0,1.0
1291,-6.0,-8.0,0,1,0,1.0
1292,7.0,-28.0,0,1,0,1.0
1293,17.0,-1.0,0,1,0,1.0
1294,14.0,0.0,0,1,0,1.0
1295,24.0,1.0,0,1,0,1.0
1296,24.0,7.0,1,0,0,1.0
1297,-1.0,-7.0,1,0,0,1.0
1298,13.0,-8.0,0,1,0,1.0
1299,11.0,1.0,1,0,0,1.0
1300,55.0,3.0,0,1,0,1.0
1301,21.0,12.0,1,0,0,1.0
1302,10.0,-18.0,0,1,0,1.0
1303,11.0,4.0,1,0,0,1.0
1304,17.0,-3.0,1,0,0,1.0
1305,43.0,5.0,1,0,0,1.0
1306,3.0,-21.0,1,0,0,1.0
1307,12.0,-13.0,0,1,0,1.0
1308,5.0,1.0,0,1,0,1.0
1309,67.0,6.0,0,1,0,1.0
1310,4.0,-15.0,0,1,0,1.0
1311,6.0,21.0,0,1,0,0.0
1312,44.0,-9.0,0,1,0,1.0
1313,3.0,6.0,1,0,0,1.0
1314,8.0,-15.0,0,1,0,1.0
1315,-2.0,14.0,1,0,0,1.0
1316,1.0,16.0,1,0,0,1.0
1317,14.0,2.0,1,0,0,1.0
1318,-2.0,-11.0,0,1,0,1.0
1319,22.0,-21.0,0,1,0,1.0
1320,-7.0,13.0,1,0,0,1.0
1321,21.0,-15.0,0,0,0,1.0
1322,-4.0,5.0,1,0,0,1.0
1323,-2.0,10.0,1,0,0,1.0
1324,15.0,-2.0,0,1,0,0.0
1325,2.0,11.0,1,0,0,1.0
1326,-5.0,-4.0,1,0,0,1.0
1327,1.0,-9.0,0,1,0,1.0
1328,59.0,-18.0,0,1,0,0.0
1329,-1.0,-19.0,0,1,0,1.0
1330,11.0,-15.0,1,0,0,1.0
